name,denomination,address
Mas Vida Iglesia Cristiana,,"2506 STRATFORD CT, SAN ANTONIO, TX 78223-2246"
Abundant Grace Baptist Church And Ministries Inc,Baptist,"7515 RUSTIC TRL, SAN ANTONIO, TX 78244-2410"
Rescue Point Church,,"8522 WINCHESTER WAY, SAN ANTONIO, TX 78254-1862"
Churchill Speech & Debate Association,,"12049 BLANCO RD, SAN ANTONIO, TX 78216-2411"
Legacy Of Grace Ministries Inc,Christian / General,"PO BOX 790631, SAN ANTONIO, TX 78279-0631"
Jason Sides Ministries,Christian / General,"6633 WALZEM RD, SAN ANTONIO, TX 78239-3612"
Lead Like Jesus Ministries,Christian / General,"1606 BRAEBURN BND, SAN ANTONIO, TX 78258-4511"
We Will Do You Good Ministries,Christian / General,"3023 MARTIN LUTHER KING DR, SAN ANTONIO, TX 78220-3143"
Hop Ministry House Of Prayer Ministry,Christian / General,"6323 HIGBEE ML, SAN ANTONIO, TX 78247-6205"
Disciple Community Church,,"10650 CULEBRA RD STE 104, SAN ANTONIO, TX 78251-4950"
Real Word Ministries,Christian / General,"PO BOX 761722, SAN ANTONIO, TX 78245-6722"
Emmaunel Pentecoatal Christian Ministries,Christian / General,"1423 RIVAS ST, SAN ANTONIO, TX 78207-1352"
Fountain Of Truth Church San Antonio,,"15002 TRADESMAN DRIVE SUITE 103, SAN ANTONIO, TX 78249-1375"
Dingil Mariyam Ethiopian Orthodox Tewahedo Church In San Antonio,Orthodox,"6243 LOWRIE, SAN ANTONIO, TX 78239-4408"
Pursuit Church Sa,,"27207 STARRY MOUNTAIN ST, SAN ANTONIO, TX 78260-1830"
St Jose Luis Sanchez Del Rio Catholic Church,Catholic,"21140 GATHERING OAK, SAN ANTONIO, TX 78260-3196"
Local Church San Antonio,,"12138 DAWSON CIR, SAN ANTONIO, TX 78253-6395"
Queens Of Valor Ministry,Christian / General,"11335 MORINO PARK, SAN ANTONIO, TX 78249-4276"
Light Of The World Ministry Inc,Christian / General,"4606 TAMARON PARK, SAN ANTONIO, TX 78253-5413"
Congregation Shalom Of San Antonio,,"PO BOX 700187, SAN ANTONIO, TX 78270-0187"
Lovenaction Ministries,Christian / General,"716 POTOMAC, SAN ANTONIO, TX 78202-3057"
Gifts Of The Spirit Ministry Inc,Christian / General,"13042 GROVE PT, SAN ANTONIO, TX 78253-5755"
Livingstone Family Church,,"2746 FRONTIER DR, SAN ANTONIO, TX 78227-4069"
Alamo Community Church Downtown,,"729 E WOODLAWN AVE, SAN ANTONIO, TX 78212-3136"
El Camino Christian Church Tx Inc,Christian / General,"8118 TEZEL RD, SAN ANTONIO, TX 78250-3032"
Knanaya Catholic Society Of San Antonio,Catholic,"13321 ROMULUS WAY, SAN ANTONIO, TX 78245-4795"
Hes Alive Ministries Inc,Christian / General,"6430 GREEN APPLE DR, SAN ANTONIO, TX 78233-3901"
Christian Ministries Association Inc,Christian / General,"13818 SHAVANO BREEZE, SAN ANTONIO, TX 78230-5855"
Worthy People Ministries,Christian / General,"3700 FREDRICKSBURG ROAD STE 152, SAN ANTONIO, TX 78201-3269"
Faithwallet Ministries,Christian / General,"7927 HIGHLAND PARK, SAN ANTONIO, TX 78250-5132"
Wellspring Fellowship Church,Christian / General,"6531 FM 78 STE 110 PMB 411, SAN ANTONIO, TX 78244-1456"
Jim Rion Ministries,Christian / General,"4827 RANCHERS RDG, SAN ANTONIO, TX 78251-4350"
Tapestry Free Methodist Church,Methodist,"8311 OAK HARVEST DR, SAN ANTONIO, TX 78254-4540"
All Nations Worship Assembly Of Houston,,"8235 VICAR, SAN ANTONIO, TX 78218-1549"
Calvary Temple Global Ministries,Christian / General,"2330 WINNING COLORS, SAN ANTONIO, TX 78248-2515"
Sheila Ortiz Diaz Ministries,Christian / General,"11934 DEVIN CHASE, SAN ANTONIO, TX 78253-5821"
Kingdom Legacy Worship Center,,"15610 HENDERSON PASS UNIT 701512, SAN ANTONIO, TX 78270-0859"
International Church Of Faith Inc,,"23111 HICKORY PASS, SAN ANTONIO, TX 78264-4240"
Pillar Church Of San Antonio,,"3331 CHEROKEE CV, SAN ANTONIO, TX 78253-6358"
Garden City Church Inc,,"516 WILLOW, SAN ANTONIO, TX 78202-1244"
City Of Refuge Church Ministry,Christian / General,"8800 BROADWAY STE 225, SAN ANTONIO, TX 78217-6383"
Rugged Peak Ministries,Christian / General,"1411 NOLAN ST, SAN ANTONIO, TX 78202-2440"
Rhema Bible Fellowship Of San Antonio,Christian / General,"6834 SPRING GARDEN ST, SAN ANTONIO, TX 78249-2914"
Healing For You Ministries,Christian / General,"563 CHERRY RIDGE DR, SAN ANTONIO, TX 78213-2850"
Fly Ministries,Christian / General,"15223 COMANCHE GARD, SAN ANTONIO, TX 78233-3033"
St George Episcopal Day School Inc Permanent Endowment Fund,Episcopal,"6900 WEST AVE, SAN ANTONIO, TX 78213-1820"
Belong Church San Antonio Inc,,"7429 LINKWOOD ST, SAN ANTONIO, TX 78240-3050"
Hope Of Life Methodist Ministries Inc,Methodist,"2607 SALLY GAY DR, SAN ANTONIO, TX 78223-2239"
Arabic Baptist Church Of San Antonio,Baptist,"718 WILDGROVE LN, SAN ANTONIO, TX 78258-0000"
Resource Center For Congregational Mental Health,,"140 W SUNSET RD, SAN ANTONIO, TX 78209-2633"
Miracle Workers Ministry,Christian / General,"407 MESA HL, SAN ANTONIO, TX 78258-4837"
Iglesia Renacer Inc,,"7806 MAINLAND WOODS, SAN ANTONIO, TX 78250-6022"
Rivers Of Hope Ministries,Christian / General,"PO BOX 40064, SAN ANTONIO, TX 78229-1064"
St Andrews Church & School Inc,,"722 ROBINHOOD PL, SAN ANTONIO, TX 78209-3400"
Palme-Templeton Family Foundation,,"17008 HIDDEN VIEW ST, SAN ANTONIO, TX 78232-2027"
Full Gospel Thanksgiving Church,,"PO BOX 18231, SAN ANTONIO, TX 78218-0231"
Grace Episcopal Church,Episcopal,"6275 CAMP BULLIS RD, SAN ANTONIO, TX 78257-9731"
Faith Christian Center,Christian / General,"13383 GREENSTONE, SAN ANTONIO, TX 78249-4507"
Iglesia De Dios Ministerial De Jesucristo International Inc,,"HOTEL INN AND SUITES AIRPORT, SAN ANTONIO, TX 78216-0000"
Liberty Grace Community Church,,"4331 SOMERVILLE BAY, SAN ANTONIO, TX 78244-1350"
Laodicean Hope Lay Ministry Corp,Christian / General,"9326 VALLEY WAY DR, SAN ANTONIO, TX 78250-5721"
Catholic Daughters Of The Americas,Catholic,"8500 CROSS MOUNTAIN TRL, SAN ANTONIO, TX 78255-2026"
Living Waters Community Church Inc,,"PO BOX 10537, SAN ANTONIO, TX 78210-0537"
Life Impact Ministries Inc,Christian / General,"9204 CENTRO BONITO, SAN ANTONIO, TX 78245-1294"
Your Blessed Life Ministries Inc,Christian / General,"8126 CEDAR KNOLL DR, SAN ANTONIO, TX 78255-2204"
Catholic Life Insurance - 65 Hill Country,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Crossover Victory Church - San Antonio Texas,,"230 MOUNT VERNON CT, SAN ANTONIO, TX 78223-2054"
Chosen4Service Community Church,,"PO BOX 762211, SAN ANTONIO, TX 78245-7211"
Psalm 67 And 2 Ministries,Christian / General,"12207 LOST RNCH, SAN ANTONIO, TX 78254-6313"
Redemption Church Sa,,"140 PLACID DR, SAN ANTONIO, TX 78228-5027"
We Are Here 2 Help Ministry Inc,Christian / General,"6707 VELMA PATH, SAN ANTONIO, TX 78253-7429"
Family Mosaic Ministries Inc,Christian / General,"7500 PARADISE RD LOT 41, SAN ANTONIO, TX 78244-2255"
Kingdom Ministries Global,Christian / General,"11710 PARLIAMENT ST APT 102, SAN ANTONIO, TX 78213-1165"
South City Church San Antonio,,"4215 DESERT GOLD DR, SAN ANTONIO, TX 78222-4847"
Foxhole Ministries,Christian / General,"8323 CULEBRA RD STE 103, SAN ANTONIO, TX 78251-1682"
Iglesia Biblica La Puerta,,"15310 HUEBNER RD, SAN ANTONIO, TX 78248-0986"
Christ Community Church Satx,,"1300 EVANS RD, SAN ANTONIO, TX 78258-6916"
Walkin The Walk Ministries Inc,Christian / General,"PO BOX 700983, SAN ANTONIO, TX 78270-0983"
Garden Church Of San Antonio,,"7143 SPRING POINT ST, SAN ANTONIO, TX 78249-2600"
Lynette Janine Ministries,Christian / General,"2186 JACKSON KELLER RD PMB 3068, SAN ANTONIO, TX 78213-2723"
Nouel Ministries,Christian / General,"17227 ROCK FLS, SAN ANTONIO, TX 78248-1524"
Compassionate Recovery On Purpose Ministries,Christian / General,"5827 NW LOOP 410 APT 1801, SAN ANTONIO, TX 78238-2513"
Texas Emmanuel Baptist Church,Baptist,"5955 FARM TO MARKET RD 78, SAN ANTONIO, TX 78244-0000"
Behold 1 Church & Ministries,Christian / General,"701 SW 24TH ST, SAN ANTONIO, TX 78207-4669"
Church Of Collectiveism,,"6347 SUNSET HAVEN ST, SAN ANTONIO, TX 78249-2435"
Iglesia Cristiana Roca De Refugio,,"409 FLORIDA ST, SAN ANTONIO, TX 78210-1517"
Lions Den Church,,"7606 WESTROCK DR, SAN ANTONIO, TX 78227-3402"
Living Water Community Church San Antonio Inc,,"9423 RAINBOW CRK, SAN ANTONIO, TX 78245-1483"
Ecclesia United Church,,"6802 CIVILIAN, SAN ANTONIO, TX 78223-4855"
Hl Liberated Ministries,Christian / General,"4331 SOMERVILLE BAY, SAN ANTONIO, TX 78244-1350"
Foundation Of Truth Holiness Church,,"246 DELMAR ST, SAN ANTONIO, TX 78210-2238"
Big Homie Street Mentoring Ministry,Christian / General,"9414 GRAZE BR, SAN ANTONIO, TX 78211-1209"
Hearts Connections Ministries,Christian / General,"1919 KINDER RUN, SAN ANTONIO, TX 78260-2177"
Bible Study Fellowship,Christian / General,"18756 STONE OAK PARKWAY, SAN ANTONIO, TX 78258-4790"
San Antonio North Foursquare Church,,"20825 WILDERNESS OAK, SAN ANTONIO, TX 78258-2627"
Love Fellowship Christian Ctr,Christian / General,"8523 TANBARK DR, SAN ANTONIO, TX 78240-3709"
Thelma Gospel Christian Church,Christian / General,"22131 PLEASANTON RD, SAN ANTONIO, TX 78264-3731"
Korean Grace Baptist Church,Baptist,"5838 JOINER, SAN ANTONIO, TX 78238-1810"
The River Church,,"18118 CERCA PIEDRA, SAN ANTONIO, TX 78259-3530"
Hope And Healing Ministries,Christian / General,"722 ROBINHOOD PL, SAN ANTONIO, TX 78209-3400"
Mercifully Broken Ministries,Christian / General,"6010 VENADO TRCE, SAN ANTONIO, TX 78240-3367"
Gateway Fellowship Espanol,Christian / General,"10907 W LOOP 1604 N, SAN ANTONIO, TX 78254-3300"
Gateway Fellowship Church Westside,Christian / General,"11439 TURMOIL CURV, SAN ANTONIO, TX 78254-4580"
Adonais Fragrance Ministry,Christian / General,"4138 SOUTHTON TARN, SAN ANTONIO, TX 78223-2473"
Samaritans In Christ Motorcycle Ministry Incorporated,Christian / General,"13519 AUBURN OAKS, SAN ANTONIO, TX 78247-3708"
You Feed Them Fellowship,Christian / General,"16200 NACOGDOCHES RD, SAN ANTONIO, TX 78247-1003"
New Creation Church International,,"9010 LUNAR LNDG, SAN ANTONIO, TX 78252-4674"
Veterans For Christ Ministry,Christian / General,"13418 CORAM PEAK ST, SAN ANTONIO, TX 78248-1202"
Fresh Oil Ministries Of San Antonio Tx Inc,Christian / General,"7333 POTRANCO RD APT 30103, SAN ANTONIO, TX 78251-1505"
Abound Catholic,Catholic,"210 SAINT ANN, SAN ANTONIO, TX 78201-6357"
Storehouse Church Inc,,"14503 GOLD RUSH PASS, SAN ANTONIO, TX 78254-4470"
Bethany Prayer Ministries Inc,Christian / General,"7700 BROADWAY STE 104 PMB 1040, SAN ANTONIO, TX 78209-3260"
Sam Nobles Ministries,Christian / General,"26108 OVERLOOK PARKWAY, SAN ANTONIO, TX 78260-6046"
Find The Lost Ministry Incorporated,Christian / General,"6847 SCHILLINGS KY, SAN ANTONIO, TX 78252-2377"
Food And The Word Outreach Ministry,Christian / General,"10730 POTRANCO RD STE 122 PMB 134, SAN ANTONIO, TX 78251-3330"
New Storehouse Ministries,Christian / General,"27715 BORDELON WAY, SAN ANTONIO, TX 78260-1451"
Cancer Care Ministries,Christian / General,"CANCER CARE MINISTRIES, SAN ANTONIO, TX 78213-0000"
Rise To Faith Church,,"16207 GARDEN OAKS ST, SAN ANTONIO, TX 78232-2503"
