name,denomination,address,phone,website,matched,match_detail
Word Of Faith Church Of San Antonio,,"3130 CATO BLVD, SAN ANTONIO, TX 78223-3706",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Word Of Faith Christian Center"" — 1928 Basse Rd, San Antonio, TX 78213, USA"
New Life Christian Ministry Inc,Christian / General,"6610 WEST US HWY 90, SAN ANTONIO, TX 78227-3702",(210) 679-6050,https://www.christiancenter.com/,yes,"New Life Christian Center — 6610 W US Hwy 90, San Antonio, TX 78227, USA"
Living Hope Church,,"603 FREY ST, BOERNE, TX 78006-3009",(830) 249-2174,http://www.lhcboerne.org/,yes,"Living Hope Church — 603 Frey St, Boerne, TX 78006, USA"
San Antonio Christ Fellowship,Christian / General,"6331 FOREST VLG, SAN ANTONIO, TX 78250-4070",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Christ Fellowship United Methodist Church"" — 10915 Shaenfield Rd, San Antonio, TX 78254, USA"
Iglesia De Dios Rios De,,"8711 SLEEPY MDWS, CONVERSE, TX 78109-2529",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Church of God Rios de Agua Viva"" — 4739 Rittiman Rd, San Antonio, TX 78218, USA"
Open Door Baptist Church,Baptist,"117 HAECKERVILLE RD, CIBOLO, TX 78108-3957",(210) 658-8069,http://www.opendoorchurch.com/,yes,"Open Door Baptist Church — 117 Haeckerville Rd, Cibolo, TX 78108, USA"
St Andrew Lutheran Church,Lutheran,"16320 HUEBNER RD, SAN ANTONIO, TX 78248-1690",(210) 824-2465,http://standrews09.org/,yes,"St. Andrew's Church & School — 722 Robinhood Pl, San Antonio, TX 78209, USA"
Church Of Acts Ministries,Christian / General,"9965 KRIEWALD RD, SAN ANTONIO, TX 78245-2704",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""ACTS Missions"" — 7711 Madonna Dr Suite 200, San Antonio, TX 78216, USA"
Maranatha Bible Church,,"7855 E LOOP 1604 N, CONVERSE, TX 78109-9733",(210) 821-5683,http://www.maranathasa.org/,yes,"Maranatha Bible Church — 7855 TX-1604 Loop, Converse, TX 78109, USA"
Full Gospel Korean Church Of San Antonio Assembly Of God Inc,,"2359 AUSTIN HWY, SAN ANTONIO, TX 78218-1982",,https://www.facebook.com/profile.php?id=61582168945996,yes,"San Antonio Full Gospel Korean Church — 12812 O'Connor Rd, San Antonio, TX 78233, USA"
Congregation Church Od God Seventh Day,,"4619 DIETRICH RD 4-C, SAN ANTONIO, TX 78219-2823",(210) 414-5126,http://www.cog7.org/,yes,"Church of God (Seventh-Day) — 1342 Ceralvo St, San Antonio, TX 78207, USA"
Faith Presbyterian Church,Presbyterian,"1307 BLANCO WOODS ST, SAN ANTONIO, TX 78248-1402",(210) 492-8038,http://faithpca.com/,yes,"Faith Presbyterian Church — 1307 Blanco Woods St, San Antonio, TX 78248, USA"
Crosspoint Fellowship Church,Christian / General,"2600 ROY RICHARD DR, SCHERTZ, TX 78154-2795",(210) 658-6240,https://crosspoint247.com/,yes,"Crosspoint Fellowship Church — 2600 Roy Richard Dr, Schertz, TX 78154, USA"
Harvest City Church,,"4906 STAHL RD, SAN ANTONIO, TX 78217-1116",(210) 590-9113,http://www.harvestcity.church/,yes,"Harvest City Church — 4906 Stahl Rd, San Antonio, TX 78217, USA"
City South Church Of The Assemblies Of God,,"503 MOURSUND BLVD, SAN ANTONIO, TX 78221-3938",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""CityChurch San Antonio"" — 9431 Bandera Rd, San Antonio, TX 78250, USA"
Spiritual Church Of The Open Doors,,"5446 ROOSEVELT AVE, SAN ANTONIO, TX 78214-3226",,,yes,"Spiritual Church of the Open Doors — 5446 Roosevelt Ave, San Antonio, TX 78214, USA"
Greater Ball Tabernacle A M F Church Inc,,"PO BOX 20082, SAN ANTONIO, TX 78220-0000",(210) 337-6545,,yes,"Greater Ball Tabernacle A.M.E. Church — 111 Dunaff St, San Antonio, TX 78219, USA"
Abundant Life Christian Church,Christian / General,"300 W QUILL DR, SAN ANTONIO, TX 78228-3815",(210) 532-7722,http://www.alcogsa.com/,yes,"Abundant Life Church — 7431 S Presa St, San Antonio, TX 78223, USA"
Redeeming Love Church,,"373 FENWICK DR, SAN ANTONIO, TX 78239-2420",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Redeeming Grace Christian Church"" — 4500 N Foster Rd, San Antonio, TX 78244, USA"
Graves Memorial I M E Church,,"1606 HAYS ST, SAN ANTONIO, TX 78202-1534",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Grant Memorial AME Church"" — 7667 Potranco Rd, San Antonio, TX 78251, USA"
Village Parkway Baptist Church Inc,Baptist,"3002 VILLAGE PKWY, SAN ANTONIO, TX 78251-1829",(210) 680-7813,http://www.vpbc.net/,yes,"Village Parkway Baptist Church — 3002 Village Pkwy, San Antonio, TX 78251, USA"
Eastwood Community Missionary Baptist Church,Baptist,"207 UPLAND RD, SAN ANTONIO, TX 78220-1656",(210) 333-1319,,yes,"Eastwood Community Baptist Church — 207 Upland Rd, San Antonio, TX 78220, USA"
Life Center Christian Fellowship,Christian / General,"12140 W US HIGHWAY 90, SAN ANTONIO, TX 78245-3633",(210) 677-8181,http://www.tlclifesa.com/,yes,"Life Center Christian Fellowship — 12140 US-90, San Antonio, TX 78245, USA"
Westover Hills Assembly Of God,,"9340 WESTOVER HILLS BLVD, SAN ANTONIO, TX 78251-2703",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Westover Hills Church"" — 9340 Westover Hills Blvd, San Antonio, TX 78251, USA"
Ways Of Christ Church,,"1125 S ZARZAMORA ST, SAN ANTONIO, TX 78207-5853",(210) 435-3787,,yes,"Ways of Christ Church — 2106 Chihuahua St, San Antonio, TX 78207, USA"
Hope Of Life Christian Church,Christian / General,"1424 SAN FERNANDO ST, SAN ANTONIO, TX 78207-5529",(210) 229-9314,http://www.hopeoflife.cc/,yes,"Hope Of Life Christian church — 1424 San Fernando St, San Antonio, TX 78207, USA"
Iglesia Bethel Pentecostes Church Inc,,"385 N GRAPE, NEW BRAUNFELS, TX 78130-8009",(830) 708-4701,http://www.iglesiabethel-nb.org/,yes,"Iglesia Bethel — 385 N Grape Ave, New Braunfels, TX 78130, USA"
Messiah Lutheran Church,Lutheran,"9401 DIETZ ELKHORN RD, BOERNE, TX 78015-4933",(830) 755-4300,http://messiahboerne.org/,yes,"Messiah Lutheran Church — 9401 Dietz Elkhorn Rd, Boerne, TX 78015, USA"
Communion Chapel,,"5719 MOBUD ST, SAN ANTONIO, TX 78238-1820",(210) 523-5800,http://communionchapel.org/,yes,"Communion Chapel — 8603 Huebner Rd, San Antonio, TX 78240, USA"
Redeeming Grace Christian Church,Christian / General,"4500 N FOSTER RD, SAN ANTONIO, TX 78244-1499",(210) 661-5024,https://rgcsa.com/,yes,"Redeeming Grace Christian Church — 4500 N Foster Rd, San Antonio, TX 78244, USA"
Four Winds Ministries Of Texas Inc,Christian / General,"16614 WORTHINGTON, SAN ANTONIO, TX 78248-2212",(210) 737-3333,,yes,"Four Winds Ministries — 321 W Craig Pl, San Antonio, TX 78212, USA"
Fountains Of Living Water Christian Fellowship Inc,Christian / General,"PO BOX 291008, SAN ANTONIO, TX 78229-1608",(210) 523-1336,,yes,"Fountains-Living Water Christian — San Antonio, TX 78251, USA"
City Of Refuge Christian Fellowship,Christian / General,"1201 AUSTIN HWY 200, SAN ANTONIO, TX 78209-4858",(210) 829-1792,http://www.thecityofrefuge.church/,yes,"City of Refuge Christian Fellowship — 8800 Broadway #225, San Antonio, TX 78217, USA"
Alamo Heights United Methodist Church,Methodist,"825 E BASSE RD, SAN ANTONIO, TX 78209-1832",(210) 826-3215,http://www.ahumc.org/,yes,"Alamo Heights United Methodist Church — 825 E Basse Rd, San Antonio, TX 78209, USA"
Iglesia Pentecostes Cristo El Agua De Vida,,"231 KOEHLER CT, SAN ANTONIO, TX 78223-2523",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""IGLESIA DE DIOS PENTECOSTES RIOS DE AGUA VIVA"" — 4124 Blanco Rd, San Antonio, TX 78212, USA"
Community Bible Church,,"2477 N 1604 EAST, SAN ANTONIO, TX 78232-0000",(210) 496-5096,http://www.communitybible.com/,yes,"Community Bible Church — 2477 N Loop 1604 E, San Antonio, TX 78232, USA"
Make It Clear Ministries,Christian / General,"9810 SCENIC HILLS DR, SAN ANTONIO, TX 78255-3408",(210) 384-1176,https://makeitclearstudio.com/about-us/,yes,"Make It Clear Studio — 9810 Scenic Hills Dr, San Antonio, TX 78255, USA"
Oasis Of Life City Fellowship Inc,Christian / General,"PO BOX 691683, SAN ANTONIO, TX 78269-1683",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Oasis of Life Church"" — 5411 W Commerce St, San Antonio, TX 78237, USA"
New Beginnings Ministries Church Of God,Church of God,"2711 E COMMERCE ST, SAN ANTONIO, TX 78203-2111",(210) 226-5674,http://nbmcog.org/,yes,"New Beginnings Ministries Church of God — 2711 E Commerce St, San Antonio, TX 78203, USA"
New Livingway House Of Prayer Christian Church,Christian / General,"2911 GUNSMOKE, SAN ANTONIO, TX 78227-4031",(210) 637-5000,http://www.livingwaychurch.net/,yes,"Livingway Christian Church — 13285 I-35 Frontage Rd, San Antonio, TX 78233, USA"
R M Sanchez Ministries Inc,Christian / General,"5655 CARY GRANT DR, SAN ANTONIO, TX 78240-2423",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""STCH Ministries Community Ministries"" — 1045 Central Pkwy N #103, San Antonio, TX 78232, USA"
San Antonio Community Church,,"1222 COUNTRY PATH, SAN ANTONIO, TX 78216-2346",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Community Bible Church"" — 2477 N Loop 1604 E, San Antonio, TX 78232, USA"
Ekklasia Baptist Assembly,Baptist,"6130 ELM, SAN ANTONIO, TX 78242-1522",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Ekklesia San Antonio"" — 14202 San Pedro Ave, San Antonio, TX 78232, USA"
Southeast Assembly Of God,,"347 HERMITAGE CT, SAN ANTONIO, TX 78223-2041",(210) 534-3434,https://www.facebook.com/pages/Southeast-Assembly-of-God-Church/121587667851723,yes,"Southeast Assembly of God Church — 347 Hermitage Ct, San Antonio, TX 78223, USA"
Upon This Rock Ministries,Christian / General,"8826 TIMBER WALK, SAN ANTONIO, TX 78250-4133",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Living Upon The Rock Church"" — 9150 FM78, Converse, TX 78109, USA"
New Beginning Christian Church,Christian / General,"6703 WALNUT LAKE DR, SAN ANTONIO, TX 78244-1652",(210) 482-9291,http://nb-ccc.org/,yes,"New Beginnings Christian Community Church — 4126 E Horseshoe Bend, San Antonio, TX 78228, USA"
Family Life Christian Church,Christian / General,"5814 RITTIMAN PLZ, SAN ANTONIO, TX 78218-5231",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Family Life International Minstries"" — 5814 Rittiman Plaza, San Antonio, TX 78218, USA"
Baptist University Of The Americas,Baptist,"2418 W ANSLEY BLVD, SAN ANTONIO, TX 78224-1438",(210) 924-4338,http://www.bua.edu/,yes,"Baptist University of the Americas — 2418 W Ansley Blvd, San Antonio, TX 78224, USA"
Church Of Reconciliation,,"PO BOX 6885, SAN ANTONIO, TX 78209-0885",(210) 655-2731,https://cor-satx.org/,yes,"Episcopal Church of Reconciliation — 8900 Starcrest Dr, San Antonio, TX 78217, USA"
Mission Point Christian Church,Christian / General,"PO BOX 47789, SAN ANTONIO, TX 78265-8789",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Mission Church San Antonio"" — 2141 Northwest Loop 410, San Antonio, TX 78213, USA"
Jesus Christ Lives Church,,"6639 TAHOKA ST, SAN ANTONIO, TX 78227-3022",(210) 674-1995,http://jesuschristliveschurch.org/,yes,"Jesus Christ Lives Church — 6639 Tahoka Rd, San Antonio, TX 78227, USA"
San Antonio Church Inc,,"PO BOX 461308, SAN ANTONIO, TX 78246-1308",(210) 818-8603,https://www.sacctx.org/,yes,"San Antonio Christian Church — 6487 Whitby Rd, San Antonio, TX 78240, USA"
Mark Jones Ministries Inc,Christian / General,"11202 DISCO, SAN ANTONIO, TX 78216-2860",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Jones Mark F. and Liberty Alliance Group"" — 11202 Disco, San Antonio, TX 78216, USA"
Walter Dub Jones Ministries Inc,Christian / General,"13923 BROOK HOLLOW BLVD, SAN ANTONIO, TX 78232-4703",,,no,"no confident match (name similarity 0.10 < 0.5). top result: ""Jones Mark F. and Liberty Alliance Group"" — 11202 Disco, San Antonio, TX 78216, USA"
Yeshuas Messianic Fellowship,Christian / General,"5002 PELICAN LN, SAN ANTONIO, TX 78217-1228",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Baruch Hashem Congregation"" — 16320 Huebner Rd, San Antonio, TX 78248, USA"
Rose Of Sharon Christian Church,Christian / General,"1060 DONALDSON AVE, SAN ANTONIO, TX 78228-5159",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Rose of Sharon Ministries"" — 2030 Bible St, San Antonio, TX 78220, USA"
Beth Simcha Messianic Synagogue,Jewish,"PO BOX 690981, SAN ANTONIO, TX 78269-0981",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Congregation Beth Simcha"" — 9360 Abe Lincoln Rd, San Antonio, TX 78240, USA"
Bob And Sylvia Greiner Ministries Incorporated,Christian / General,"16734 HENDERSON PASS, SAN ANTONIO, TX 78232-3236",,,no,"no confident match (name similarity 0.11 < 0.5). top result: ""New Beginnings Ministries Church of God"" — 2711 E Commerce St, San Antonio, TX 78203, USA"
Hosanna Assembly Of God,,"PO BOX 761835, SAN ANTONIO, TX 78245-6835",(210) 618-4351,https://hosannaag.com/,yes,"Hosanna Assembly of God — 9855 Culebra Rd, San Antonio, TX 78251, USA"
Congregation Of Divine Providence Inc,,"603 SW 24TH ST, SAN ANTONIO, TX 78207-4621",(210) 434-1866,http://www.cdptexas.org/,yes,"CONGREGATION OF DIVINE PROVIDENCE — 603 SW 24th St, San Antonio, TX 78207, USA"
Spirit Of Life Lutheran Church,Lutheran,"1060 DONALDSON AVE, SAN ANTONIO, TX 78228-5159",(210) 490-6886,http://www.crownoflifesa.org/,yes,"Crown of Life Lutheran Church — 19291 Stone Oak Pkwy, San Antonio, TX 78258, USA"
The Turning Point Fellowship,Christian / General,"5730 MOBUD ST, SAN ANTONIO, TX 78238-1819",,,yes,"The Turning Point Church — 1803 Bentwood Dr, Floresville, TX 78114, USA"
Christ Church New Braunfels,,"1620 E COMMON ST, NEW BRAUNFELS, TX 78130-3156",(830) 625-3520,http://www.nbchurchfamily.org/,yes,"New Braunfels Church of Christ — 1665 S Business IH 35, New Braunfels, TX 78130, USA"
Rudy Guerra Ministries Inc,Christian / General,"PO BOX 380226, SAN ANTONIO, TX 78268-7226",(210) 509-8010,,yes,"Rudy Guerra Ministries Inc — San Antonio, TX 78229, USA"
Iglesia-Misian Bautista Cristo Jesus Peniel Inc,,"501 S HACKBERRY, SAN ANTONIO, TX 78203-1251",,,no,"no confident match (name similarity 0.44 < 0.5). top result: ""Cristo Jesús Peniel Iglesia Bautista"" — 501 S Hackberry St, San Antonio, TX 78203, USA"
Bandera Road Community Church,,"9355 BANDERA RD STE 124, SAN ANTONIO, TX 78250-2566",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""CityChurch San Antonio"" — 9431 Bandera Rd, San Antonio, TX 78250, USA"
Boerne Community Church,,"PO BOX 1635, BOERNE, TX 78006-6635",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Cibolo Creek Community Church"" — 30395 Ralph Fair Rd, Boerne, TX 78015, USA"
Elevate Ministries,Christian / General,"130 SAIPAN PL, SAN ANTONIO, TX 78221-2927",(210) 444-9210,https://www.elevateministriessa.com/,yes,"Elevate Ministries — 130 Saipan Pl, San Antonio, TX 78221, USA"
Wise Builder Ministry,Christian / General,"PO BOX 240875, SAN ANTONIO, TX 78224-0875",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""HOUSE OF WORSHIP SAN ANTONIO"" — 5518 Walzem Rd UNIT #104, San Antonio, TX 78218, USA"
Undivided Heart Ministries,Christian / General,"PO BOX 312264, NEW BRAUNFELS, TX 78131-2264",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Unitarian Universalists of New Braunfels"" — 135 Alves Ln, New Braunfels, TX 78130, USA"
Springs Fellowship,Christian / General,"21732 HYPERWOOD, SAN ANTONIO, TX 78259-0000",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""The Fellowship of San Antonio"" — 23755 Canyon Golf Rd, San Antonio, TX 78258, USA"
Calvary Christian Center,Christian / General,"138 CABOT ST, SAN ANTONIO, TX 78213-4411",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Calvary Church"" — 3423 N Loop 1604 E, San Antonio, TX 78247, USA"
Grace Tabernacle Ph Church,,"PO BOX 10238, SAN ANTONIO, TX 78210-0238",(210) 534-7080,http://www.iamgtc.org/,yes,"Grace Tabernacle Church — 3630 SE Military Dr, San Antonio, TX 78223, USA"
Iglesia Calvario,,"PO BOX 37141, SAN ANTONIO, TX 78237-0141",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Iglesia Bautista El Calvario / Calvary Mexican Baptist Church"" — 2522 W Houston St, San Antonio, TX 78207, USA"
Northside Bible Church,,"11865 1 H-10 WEST NO 600, SAN ANTONIO, TX 78230-0000",(210) 496-5096,https://www.communitybible.com/northside,yes,"Community Bible Church - Northside — 1400 Kinder Pkwy, San Antonio, TX 78260, USA"
Ministry Of Life Fellowship And Ministries Inc,Christian / General,"6537 KITCHENER ST, SAN ANTONIO, TX 78240-2503",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Family Life International Minstries"" — 5814 Rittiman Plaza, San Antonio, TX 78218, USA"
Converse Hispanic Baptist Church,Baptist,"31 LEGION DR W, CONVERSE, TX 78109-0000",,,yes,"Converse Hispanic Baptist Church — 312 Legion Dr W, Converse, TX 78109, USA"
Church On The Rock-San Antonio Inc,,"8308 FREDERICKSBURG RD, SAN ANTONIO, TX 78229-3316",,http://myrockhq.com/,yes,"The Rock San Antonio — 8235 Vicar Dr, San Antonio, TX 78218, USA"
Immanuel Associated Ministries Inc,Christian / General,"370 FENWICK DR, WINDCREST, TX 78239-2419",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Immanuel Seventh-day Adventist Church"" — 5800 Midcrown Dr, San Antonio, TX 78218, USA"
Ministries Of The Gospel Of Jesus Christ,Christian / General,"PO BOX 14619, SAN ANTONIO, TX 78214-0619",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Hagee Ministries"" — 239 N Loop 1604 W, San Antonio, TX 78232, USA"
St Martin And St Rose Polish National Catholic Church,Catholic,"1007 W THEO AVE, SAN ANTONIO, TX 78225-1849",(210) 924-1043,http://www.smsrpncc.com/,yes,"St Martin & St Rose National Catholic Church — 1007 W Theo Ave, San Antonio, TX 78225, USA"
Christ In Us Ministries,Christian / General,"672 GILLETTE BLVD, SAN ANTONIO, TX 78221-3721",(210) 922-4140,,yes,"Christ In US Ministries — 672 Gillette Blvd, San Antonio, TX 78221, USA"
United Latin Ministries Inc,Christian / General,"4818 FORTUNA, SAN ANTONIO, TX 78237-1053",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""La Trinidad United Methodist Church"" — 300 San Fernando St, San Antonio, TX 78207, USA"
The Kings Mission Fellowship Church Inc,Christian / General,"610 MOURSUND BLVD, SAN ANTONIO, TX 78221-3939",(210) 922-5366,https://www.kmfchurch.com/,yes,"The Kings Mission Fellowship — 610 Moursund Blvd, San Antonio, TX 78221, USA"
Latin World Ministries Inc,Christian / General,"624 WHOOPING CRANE, NEW BRAUNFELS, TX 78130-1249",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Framing Your World Ministry"" — 2405 Lifehaus Industrial Dr Ste 213, New Braunfels, TX 78130, USA"
Ministerio Manantial De Agua Viva Fountain Of Living Water Ministry,Christian / General,"6819 FAIRGROVE ST, SAN ANTONIO, TX 78227-2028",,,no,"no confident match (name similarity 0.15 < 0.5). top result: ""Iglesia Pentecostal Manantial de Aguas Vivas"" — 6758 Walzem Rd, San Antonio, TX 78239, USA"
Grissom Road Church Of Christ,Church of Christ,"5470 LOST LANE, SAN ANTONIO, TX 78238-0000",(210) 681-7999,http://www.grissomroadcoc.org/,yes,"Grissom Road Church of Christ — 5470 Lost Ln, San Antonio, TX 78238, USA"
Monte Calvario Baptist Church,Baptist,"2300 BASSE RD, SAN ANTONIO, TX 78213-4505",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Iglesia Bautista Monte"" — 2300 Basse Rd, San Antonio, TX 78213, USA"
Christ The King Mercian Orthodox Catholic Church,Catholic,"1254 W MALONE AVE, SAN ANTONIO, TX 78225-1835",(210) 433-6301,http://ctksatx.com/,yes,"Christ the King Catholic Church — 2610 Perez St, San Antonio, TX 78207, USA"
Re-Formed Congregation Of The Goddess Inc,,"PO BOX 120131, SAN ANTONIO, TX 78212-9331",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""The Reformation Church"" — 18408 FM 2252 Ste 4, San Antonio, TX 78266, USA"
Mccauley Avenue Baptist Church,Baptist,"714 MCCAULEY BLVD, SAN ANTONIO, TX 78221-1333",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Mc Cauley Baptist Church"" — 714 McCauley Ave, San Antonio, TX 78221, USA"
Unity Church-Northeast,,"PO BOX 33292, SAN ANTONIO, TX 78265-3292",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Unity of San Antonio"" — 1723 W Lawndale Dr, San Antonio, TX 78209, USA"
El Shaddai-Rock Of Ages Church,,"906 PEABODY AVE, SAN ANTONIO, TX 78211-2842",(210) 209-2898,,yes,"El Shaddai Christian Church — 1414 Cupples Rd, San Antonio, TX 78226, USA"
Church Of Christ Of San Antonio N E,Church of Christ,"14210 SUSANCREST DR, SAN ANTONIO, TX 78232-4742",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Northside Church of Christ"" — 19818 US-281, San Antonio, TX 78258, USA"
Iglesia Communidad Cristiana De San Antonio Inc,,"PO BOX 100784, SAN ANTONIO, TX 78201-8784",,,no,"no confident match (name similarity 0.30 < 0.5). top result: ""Comunidad Cristiana en San Antonio Tx"" — 1005 West Ave, San Antonio, TX 78201, USA"
Pv Ministries Inc,Christian / General,"5210 EBONY, SAN ANTONIO, TX 78228-2716",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""P V Ministries"" — 5215 W Commerce St, San Antonio, TX 78237, USA"
One Flesh Ministry,Christian / General,"7902 FLOWER TRL, SAN ANTONIO, TX 78244-2222",(210) 661-3828,,yes,"One Flesh Ministry — 7319 Longing Trail, San Antonio, TX 78244, USA [temporarily closed]"
Redemption Baptist Church,Baptist,"2122 RUIZ ST, SAN ANTONIO, TX 78207-2017",(210) 341-0188,,yes,"Redemption Independent Baptist — 218 Salem Dr, San Antonio, TX 78201, USA [temporarily closed]"
Destiny Ministries Of San Antonio Texas,Christian / General,"14080 NACOGDOCHES RD STE 151, SAN ANTONIO, TX 78247-1944",(210) 637-6394,,yes,"Destiny Ministries — 12521 Nacogdoches Rd #201, San Antonio, TX 78217, USA"
St Lukes Lutheran Health Ministries Inc,Lutheran,"PO BOX 6101, SAN ANTONIO, TX 78209-0101",(210) 820-3038,http://sllhm.org/,yes,"St Lukes Lutheran Health Minis — 321 W Summit Ave., San Antonio, TX 78212, USA"
Word Of God Church Of San Antonio,,"202 BLAZE AVE, SAN ANTONIO, TX 78218-2526",(210) 564-0001,,yes,"Word of God Church — 202 Blaze Ave, San Antonio, TX 78218, USA"
Execunet Ministries Inc,Christian / General,"129 2ND ST, BOERNE, TX 78006-2942",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""First United Methodist Church Boerne"" — 205 James St, Boerne, TX 78006, USA"
Fortress Church Of San Antonio,,"7760 PRUE RD, SAN ANTONIO, TX 78249-4103",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Mighty Fortress Church"" — 725 Cedarhurst Dr, San Antonio, TX 78227, USA"
Sion Church Asambleas De Dios,,"131 HAZEL ST, SAN ANTONIO, TX 78207-7044",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Sion Ministry"" — 4439 suite 4447, Walzem Rd, San Antonio, TX 78218, USA"
Real Life Ministries,Christian / General,"16765 LOOKOUT RD, SELMA, TX 78154-3809",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Real Life Christian Assistance"" — 16765 Lookout Rd, Selma, TX 78154, USA"
San Antonio Baptist Church,Baptist,"6043 ROYAL CRK, SAN ANTONIO, TX 78239-1615",(210) 226-0363,http://www.fbcsa.org/?utm_source=google&utm_medium=seacr&utm_campaign=local,yes,"First Baptist Church of San Antonio — 515 McCullough Ave, San Antonio, TX 78215, USA"
Staples Baptist Church,Baptist,"6335 BARBAROSSA RD, NEW BRAUNFELS, TX 78130-1923",(737) 303-9658,http://staplesbaptistchurch.com/,yes,"Staples Baptist Church — 10020 FM 621, Staples, TX 78670, USA"
Iglesia Bautista Betania En San Antonio,,"606 KAREN LN, SAN ANTONIO, TX 78218-4226",(956) 585-5688,http://ministeriosbetania.com/,yes,"Iglesia Bautista Betania — 851 S Breyfogle Rd, Mission, TX 78572, USA"
Temple Of God,,"1307 DIVISION AVE, SAN ANTONIO, TX 78225-2535",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""San Antonio Texas Temple"" — 20080 Stone Oak Pkwy, San Antonio, TX 78258, USA"
Victory Gospel Chapel Inc,,"1603 MONTANA ST, SAN ANTONIO, TX 78203-1931",(210) 212-6545,http://www.victorygospelchapel.org/,yes,"Victory Gospel Chapel — 1603 Montana St, San Antonio, TX 78203, USA"
Christ Gospel Holiness Church Inc,,"4139 E HOUSTON ST APT 16B, SAN ANTONIO, TX 78220-1521",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Victory Gospel Chapel"" — 1603 Montana St, San Antonio, TX 78203, USA"
Metropolitan Community Church Of San Antonio,,"611 E MYRTLE ST, SAN ANTONIO, TX 78212-4054",(210) 472-3597,http://www.mccofsanantonio.org/,yes,"Metropolitan Community Church (MCC) San Antonio — 611 E Myrtle St, San Antonio, TX 78212, USA"
Southern Baptists Of Texas Convention Inc,Baptist,"2928 MACARTHUR VW, SAN ANTONIO, TX 78217-4506",(817) 552-2500,https://sbtexas.com/,yes,"Southern Baptists of Texas Convention — 4500 TX-360, Grapevine, TX 76051, USA"
St Leos Church,,"919 PLEASANTON RD, SAN ANTONIO, TX 78214-1657",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""St. Leo the Great"" — 4415 S Flores St, San Antonio, TX 78214, USA"
Iglesia Biblica El Camino Iel,,"5719 MOBUD ST, SAN ANTONIO, TX 78238-1820",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""El Camino Bible Church, San Antonio, TX"" — 5719 Mobud St, San Antonio, TX 78238, USA"
United Church Of God - San Antonio,Church of God,"PO BOX 34424, SAN ANTONIO, TX 78265-4424",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""New Hope United Church of God (Seventh Day)"" — 13875 Higgins Rd, San Antonio, TX 78217, USA"
Sangha-Bucha Buddhist Temple,,"6201 SAWYER RD, SAN ANTONIO, TX 78238-2206",,,no,"no confident match (name similarity 0.18 < 0.5). top result: ""Lien Hoa Buddhist Temple (Đạo Tràng Liên Hoa)"" — 5043 Excalibur Dr, San Antonio, TX 78218, USA"
