name,denomination,address
Renewed Life Ministries,Christian / General,"10231 BARBEQUE BAY, CONVERSE, TX 78109-4418"
International Travel And Hosting Fellowship-Rotary,Christian / General,"PO BOX 13, BOERNE, TX 78006-0013"
Potters House Christian Church,Christian / General,"9907 WINDBURN TRL, CONVERSE, TX 78109-1755"
San Antonio Temple Of Cao Dai Tay Ninh Inc,,"124 DINN DR, SAN ANTONIO, TX 78218-3711"
Buddhist Temple Of San Antonio Inc,,"6292 LOCKHILL RD, SAN ANTONIO, TX 78240-2015"
Friendship Church San Antonio,,"27930 ELM GRV, SAN ANTONIO, TX 78261-2001"
Catholic Cemeteries Of The Archdiocese Of San Antonio,Catholic,"746 CASTROVILLE RD, SAN ANTONIO, TX 78237-3133"
Pan American Ministries Inc,Christian / General,"PO BOX 380774, SAN ANTONIO, TX 78268-7774"
R & K Ministries Inc,Christian / General,"224 TOWN CREEK WAY, CIBOLO, TX 78108-3043"
Cpr Ministries Inc,Christian / General,"419 RED QUILL NEST, SAN ANTONIO, TX 78253-5519"
International Bible Center Church,,"2369 BENRUS BLVD, SAN ANTONIO, TX 78228-2353"
Christian Resort Minitries Inc Aka Caring Resources Ministries In,Christian / General,"2186 JACKSON KELLER RD STE 2094, SAN ANTONIO, TX 78213-2723"
Saint Lukes Episcopal Church,Episcopal,"11 SAINT LUKES LN, SAN ANTONIO, TX 78209-4445"
Catholic Life Insurance,Catholic,"PO BOX 659527, SAN ANTONIO, TX 78265-9527"
St Josephs Roman Catholic Benevolent Assn,Catholic,"420 E CESAR E CHAVEZ BLVD, SAN ANTONIO, TX 78204-1310"
Archdiocese Of San Antonio,,"2718 W WOODLAWN AVE, SAN ANTONIO, TX 78228-5124"
Catholic Charities Archdiocese Of San Antonio Inc,Catholic,"202 W FRENCH PL, SAN ANTONIO, TX 78212-5818"
Council Of Churches Of Metropolitan San Antonio,,"285 OBLATE DR 326, SAN ANTONIO, TX 78216-6631"
St Cecilias Catholic Church,Catholic,"125 W WHITTIER ST, SAN ANTONIO, TX 78210-2852"
Alamo Heights Presbyterian Church,Presbyterian,"6201 BROADWAY, SAN ANTONIO, TX 78209-4562"
Grace Lutheran Church,Lutheran,"504 AVENUE E, SAN ANTONIO, TX 78215-1840"
St Agnes Church,,"804 RUIZ ST, SAN ANTONIO, TX 78207-1628"
Alamo Heights Methodist Church,Methodist,"825 E BASSE RD, SAN ANTONIO, TX 78209-1832"
Central Catholic High School,Catholic,"1403 N SAINT MARYS ST, SAN ANTONIO, TX 78215-1740"
Central Christian Church,Christian / General,"720 N MAIN AVE, SAN ANTONIO, TX 78205-1106"
Diocese Of West Texas,,"111 TORCIDO DR, SAN ANTONIO, TX 78209-5642"
St Lukes Episcopal Church,Episcopal,"11 SAINT LUKES LN, SAN ANTONIO, TX 78209-4445"
St Marks Episcopal Church,Episcopal,"315 E PECAN ST, SAN ANTONIO, TX 78205-1819"
St Mary Magdalens Church,,"1710 CLOWER, SAN ANTONIO, TX 78201-3540"
University United Methodist Church,Methodist,"5084 DE ZAVALA RD, SAN ANTONIO, TX 78249-2025"
St Patricks Roman Catholic Church,Catholic,"1114 WILLOW, SAN ANTONIO, TX 78208-1343"
St Lukes Episcopal School Of San,Episcopal,"15 SAINT LUKES LN, SAN ANTONIO, TX 78209-4445"
First Presbyterian Church Of San Antonio,Presbyterian,"404 N ALAMO ST, SAN ANTONIO, TX 78205-1918"
Christ Episcopal Church,Episcopal,"510 BELKNAP PL, SAN ANTONIO, TX 78212-3400"
Alamo Heights Baptist Church,Baptist,"6501 BROADWAY, SAN ANTONIO, TX 78209-4564"
Concordia Lutheran Church,Lutheran,"16801 HUEBNER RD, SAN ANTONIO, TX 78258-4456"
St Pauls Episcopal Church,Episcopal,"1018 E GRAYSON ST, SAN ANTONIO, TX 78208-1224"
St Philip Of Jesus Church,,"131 BANK ST, SAN ANTONIO, TX 78204-2206"
Congregation Beth-El,,"211 BELKNAP PL, SAN ANTONIO, TX 78212-5854"
Christ Lutheran Church,Lutheran,"6720 BROADWAY, SAN ANTONIO, TX 78209-3732"
St Davids Episcopal Church,Episcopal,"1300 WILTSHIRE AVE, SAN ANTONIO, TX 78209-6049"
University Presbyterian Church,Presbyterian,"300 BUSHNELL AVE, SAN ANTONIO, TX 78212-5334"
Harlandale United Methodist Church,Methodist,"6025 S FLORES, SAN ANTONIO, TX 78214-0000"
South San Antonio Baptist Church,Baptist,"2483 W SOUTHCROSS BLVD, SAN ANTONIO, TX 78211-1868"
Cjf Ministries,Christian / General,"611 BROADWAY ST, SAN ANTONIO, TX 78215-1823"
Santa Fe Episcopal Church,Episcopal,"1108 BRUNSWICK BLVD, SAN ANTONIO, TX 78211-1502"
Christ The King Church,,"2623 PEREZ ST, SAN ANTONIO, TX 78207-2443"
Methodist Healthcare Ministries Of South Texas Inc,Methodist,"4507 MEDICAL DR, SAN ANTONIO, TX 78229-4401"
Highland Hills Baptist Church,Baptist,"PO BOX 1160, HELOTES, TX 78023-1160"
Woodlawn Christian Church,Christian / General,"1744 W GRAMERCY PL, SAN ANTONIO, TX 78201-5001"
Presbyterian Church Usa,Presbyterian,"518 PIKE RD, SAN ANTONIO, TX 78209-3143"
Baptist Credit Union,Baptist,"5815 IH-10 WEST, SAN ANTONIO, TX 78201-2800"
United Presbyterian Church In The Usa,Presbyterian,"7201 BROADWAY STE 303, SAN ANTONIO, TX 78209-3774"
St Pius X Catholic Church,Catholic,"7734 ROBIN REST DR, SAN ANTONIO, TX 78209-3145"
St Lukes Lutheran Church,Lutheran,"514 SANTA MONICA, SAN ANTONIO, TX 78212-1838"
Mount Zion First Baptist Church,Baptist,"333 MARTIN LUTHER KING DR, SAN ANTONIO, TX 78203-1407"
Immaculate Heart Of Mary Church,,"617 S SANTA ROSA AVE, SAN ANTONIO, TX 78204-3112"
First Unitarian Universalist Church Of San Antonio,,"7150 W INTERSTATE 10, SAN ANTONIO, TX 78213-3465"
San Antonio Baptist Association,Baptist,"5807 IH 10 WEST, SAN ANTONIO, TX 78201-2800"
Congregation Agudas Achim,,"16550 HUEBNER RD, SAN ANTONIO, TX 78248-1695"
Watershed Church Fka The Northridge Park Baptist Church,Baptist,"9315 BROADWAY STE 101, SAN ANTONIO, TX 78217-5403"
Coker Methodist Church,Methodist,"14630 WURZBACH PKWY, SAN ANTONIO, TX 78216-5932"
Morningside Ministries,Christian / General,"137 W FRENCH PL, SAN ANTONIO, TX 78212-5804"
St Georges Episcopal Church,Episcopal,"6904 WEST AVE, SAN ANTONIO, TX 78213-1820"
St Johns Episcopal Church,Episcopal,"312 S GUENTHER AVE, NEW BRAUNFELS, TX 78130-5639"
Congregation Rodfei Sholom Bnai Israel,,"3003 SHOLOM DR, SAN ANTONIO, TX 78230-5400"
San Francesco Di Paola Church,,"205 PIAZZA ITALIA, SAN ANTONIO, TX 78207-3112"
Oxford United Methodist Church Of San Antonio,Methodist,"9739 HUEBNER RD, SAN ANTONIO, TX 78240-3163"
Emmanuel Church Revival Temple,,"8635 CALLAGHAN RD, SAN ANTONIO, TX 78230-4429"
Zion Lutheran Church Of Helotes,Lutheran,"9944 LESLIE RD, SAN ANTONIO, TX 78254-6401"
St Davids Episcopal School,Episcopal,"1300 WILTSHIRE AVE, SAN ANTONIO, TX 78209-6049"
St Helenas Episcopal Church,Episcopal,"PO BOX 1765, BOERNE, TX 78006-6765"
Mount Olive Lutheran Church,Lutheran,"3200 W LOOP 1604 S, SAN ANTONIO, TX 78245-2778"
Brookhill Baptist Church,Baptist,"631 UTOPIA LN, SAN ANTONIO, TX 78223-3313"
Crossroads Community Church Of The Nazarene,,"5834 RAY ELLISON BLVD, SAN ANTONIO, TX 78242-2029"
Orthodox Ecumenical Church Inc,Orthodox,"41-8-VILLITA STREET BUILDING 1300, SAN ANTONIO, TX 78205-0000"
Chapel Hill United Methodist Church,Methodist,"4114 SW LOOP 410, SAN ANTONIO, TX 78227-4443"
King Of Kings Lutheran Church,Lutheran,"13888 DREAMWOOD DR, SAN ANTONIO, TX 78233-4960"
Windcrest Methodist Church,Methodist,"8101 MIDCROWN DR, WINDCREST, TX 78239-2536"
Marbach Christian Church Inc,Christian / General,"8023 MARBACH RD, SAN ANTONIO, TX 78227-1615"
Grace Orthodox Presbyterian Church,Presbyterian,"5602 UTEX BLVD, SAN ANTONIO, TX 78249-1611"
Laurel Street Church Of Christ,Church of Christ,"1747 W LAUREL, SAN ANTONIO, TX 78201-6126"
Palm Heights Baptist Church,Baptist,"1106 W MALONE AVE, SAN ANTONIO, TX 78225-1833"
Church Of The Resurrection Episcopal,Episcopal,"5909 WALZEM RD, WINDCREST, TX 78218-2112"
Trinity Assembly Church Inc,,"5415 N LOOP 1604 E, SAN ANTONIO, TX 78247-4691"
Valley Hi Assembly Of God,,"4424 SW LOOP 410, SAN ANTONIO, TX 78227-4400"
Medical Center Church,,"7015 WURZBACH RD, SAN ANTONIO, TX 78240-3835"
West End Baptist Church San Antonio,Baptist,"6800 PARK TEN BLVD APT 184-W, SAN ANTONIO, TX 78213-4204"
Valley-Hi First Baptist Church,Baptist,"6623 SW LOOP 410, SAN ANTONIO, TX 78227-4817"
Shepherd Of The Hills Lutheran Church,Lutheran,"6914 WURZBACH RD, SAN ANTONIO, TX 78240-3832"
Travis Park United Methodist Church Foundation Inc,Methodist,"230 E TRAVIS ST, SAN ANTONIO, TX 78205-1702"
New Jewish Congregation,,"KELLISON TOWER SUITE 819, SAN ANTONIO, TX 78212-0000"
Church Of Reconciliation,,"8900 STARCREST DR, SAN ANTONIO, TX 78217-4741"
Oak Hills Church Inc,,"19595 IH-10 W, SAN ANTONIO, TX 78257-9520"
Evangelical Assemblies Inc,Protestant / Evangelical,"425 W MAYFIELD BLVD, SAN ANTONIO, TX 78211-4336"
Macarthur Park Church Of Christ,Church of Christ,"1907 NE LOOP 410, SAN ANTONIO, TX 78217-5321"
St Francis Episcopal Church,Episcopal,"4242 BLUEMEL RD, SAN ANTONIO, TX 78240-1063"
Cooperative Ministries In Higher Education Inc,Christian / General,"6720 BROADWAY, SAN ANTONIO, TX 78209-3732"
San Antonio Friends Chapel Inc,,"314 S PARK BLVD, SAN ANTONIO, TX 78204-2439"
Radiant Church,,"603 COSGROVE ST, SAN ANTONIO, TX 78210-5532"
Mexican American Catholic College,Catholic,"3115 W ASHBY PL, SAN ANTONIO, TX 78228-5100"
Alliance Bible Church Of The Christian And Missionary Alliance,Christian / General,"9310 PALOMINO PATH, SAN ANTONIO, TX 78254-6209"
St George Episcopal Day School Inc,Episcopal,"6900 WEST AVE, SAN ANTONIO, TX 78213-1820"
Unity Church Of San Antonio,,"8103 BROADWAY STE 210, SAN ANTONIO, TX 78209-1970"
Place Of Grace Fellowship,Christian / General,"2938 NACOGDOCHES RD, SAN ANTONIO, TX 78217-5019"
Our Savior Evangelical Lutheran Church Of San Antonio,Lutheran,"11503 VANCE JACKSON RD, SAN ANTONIO, TX 78230-1808"
Gateway Baptist Church,Baptist,"6623 FIVE PALMS DR, SAN ANTONIO, TX 78242-1001"
St Thomas Episcopal Church & School,Episcopal,"1416 N LOOP 1604 E, SAN ANTONIO, TX 78232-1427"
First Baptist Church Of Leon Springs,Baptist,"24133 BOERNE STAGE RD, SAN ANTONIO, TX 78255-9517"
Western Hills Christian Church,Christian / General,"8535 HUEBNER RD, SAN ANTONIO, TX 78240-1804"
New Braunfels Christian Church,Christian / General,"734 LOOP 337, NEW BRAUNFELS, TX 78130-3633"
Faith Assembly Of God,,"8023 HUEBNER RD, SAN ANTONIO, TX 78240-2206"
Prospect Hill Church Of God,Church of God,"1806 SAUNDERS AVE, SAN ANTONIO, TX 78207-4230"
Maranatha Baptist Church Of Bexar County Texas,Baptist,"PO BOX 29291, SAN ANTONIO, TX 78229-0291"
Echoes Of Truth Full Gospel Church,,"139 DENVER BLVD, SAN ANTONIO, TX 78210-1839"
St Mark The Evangelist Catholic Church,Catholic,"1602 THOUSAND OAKS DR, SAN ANTONIO, TX 78232-2338"
Saint Andrews Episcopal Church Of San Antonio,Episcopal,"6110 NW LOOP 410, SAN ANTONIO, TX 78238-3305"
Cross Lutheran School,Lutheran,"2171 E COMMON ST, NEW BRAUNFELS, TX 78130-3165"
Friends Of Israel Messianic Church,,"6936 SAN PEDRO, SAN ANTONIO, TX 78216-6205"
Chapel Of The Way Inc,,"7231 MARBLE CREEK DR, SAN ANTONIO, TX 78238-2721"
The Guadalupe Baptist Theological Seminary,Baptist,"PO BOX 200104, SAN ANTONIO, TX 78220-0104"
Believers Bible Fellowship,Christian / General,"5059 LANCELOT DR, SAN ANTONIO, TX 78218-2739"
Chrysalis Ministries,Christian / General,"509 SAN PEDRO AVE, SAN ANTONIO, TX 78212-5076"
Alamo Heights United Methodist Church Foundation Inc,Methodist,"825 E BASSE RD, SAN ANTONIO, TX 78209-1832"
University Baptist Church San Antonio,Baptist,"6465 BABCOCK RD, SAN ANTONIO, TX 78249-2955"
Divine Science Church Of Today,,"PO BOX 591475, SAN ANTONIO, TX 78259-0123"
San Antonio Pecan Valley Foursquare Church,,"3302 E SOUTHCROSS BLVD, SAN ANTONIO, TX 78223-1922"
Ariel Ministries,Christian / General,"11926 RADIUM ST, SAN ANTONIO, TX 78216-2713"
Sherman Chapel Ame Church,,"8326 MEADOW FOREST ST, SAN ANTONIO, TX 78251-2307"
Hope Lutheran Day Care Center,Lutheran,"5714 CALLAGHAN RD, SAN ANTONIO, TX 78228-1101"
Madison Hills Baptist Church,Baptist,"15413 OCONNOR RD, SAN ANTONIO, TX 78247-1702"
Camelot Christian Center Of The Assemblies Of God,Christian / General,"7620 RAY BON DR, SAN ANTONIO, TX 78218-2800"
Believers Fellowship Of San Antonio,Christian / General,"13714 LOOKOUT RD, SAN ANTONIO, TX 78233-4518"
Christian Assistance Ministry Inc,Christian / General,"110 MCCULLOUGH AVE, SAN ANTONIO, TX 78215-1829"
Church Of The Lord Jesus Christ,,"6134 BIRCH VALLEY DR, SAN ANTONIO, TX 78242-1510"
Calvary Chapel Incorporated,,"PO BOX 6780, SAN ANTONIO, TX 78209-0780"
Spiritual Church Of Innerlight,,"223 WEST MAYFIELD, SAN ANTONIO, TX 78221-1204"
Northwest Church Of Christ Of San Antonio Texas,Church of Christ,"9681 W LOOP 1604 N, SAN ANTONIO, TX 78254-5303"
Life Family Church,,"9226 PROCLAMATION DR, SAN ANTONIO, TX 78240-2841"
St Josephs Roman Catholic Benevolent Cemetary Care Fund,Catholic,"420 E CESAR E CHAVEZ BLVD, SAN ANTONIO, TX 78204-1310"
La Iglesia Del Senor Inc-The Church Of The Lord Inc,,"3502 WEST AVE, SAN ANTONIO, TX 78213-3600"
Southeast San Antonio Cooperative Presbyterian Ministry,Presbyterian,"1602 GOLIAD RD, SAN ANTONIO, TX 78223-2722"
Primera Iglesia Cristiana De San Antonio Un Nuevo Comienzo,,"PO BOX 33651, SAN ANTONIO, TX 78265-3651"
Calvary Baptist Church,Baptist,"6142 FM 78, SAN ANTONIO, TX 78244-1032"
The New Testament Ministries Of San Antonio,Christian / General,"1248 FREIHEIT RD, NEW BRAUNFELS, TX 78130-2759"
Antioch Missionary Baptist Church,Baptist,"1001 N WALTERS, SAN ANTONIO, TX 78202-2555"
St Anthony The Great Orthodox Church,Orthodox,"103 CAROLINA ST, SAN ANTONIO, TX 78210-1509"
All Is Possible Chapel Inc,,"126 CHICKERING AVE, SAN ANTONIO, TX 78210-5648"
Templo Gozo Nuevo Inc,,"3311 S FLORES ST, SAN ANTONIO, TX 78204-2806"
Shavano Baptist Church San Antonio,Baptist,"5047 DE ZAVALA RD, SAN ANTONIO, TX 78249-2024"
Randolph Christian Church,Christian / General,"PO BOX 475, SCHERTZ, TX 78154-0475"
St Anthonys Anglican Catholic Church,Catholic,"47 PECAN VALLEY CIR, SAN ANTONIO, TX 78223-1671"
Westridge Park First Baptistchurch,Baptist,"522 SW 42ND ST, SAN ANTONIO, TX 78237-2211"
Church Of The Good Shepherd Orthodox Order Of St Benedict In A,Orthodox,"517 BURNET, SAN ANTONIO, TX 78202-1940"
Shepherd Of The Hills Lutheran School,Lutheran,"6914 WURZBACH RD, SAN ANTONIO, TX 78240-3832"
Rolling Oaks Christian Church,Christian / General,"13777 JUDSON RD STE 110, SAN ANTONIO, TX 78233-4552"
First Mexican Baptist Church,Baptist,"201 MEREDITH DR, SAN ANTONIO, TX 78228-3231"
Lion Of Zion Temple Of Christ No 1,,"ROUTE 1 BOX 205K PKEIL RD, CONVERSE, TX 78109-9801"
Church Of Natural Hygienic Living,,"815 S BROWNLEAF ST, SAN ANTONIO, TX 78227-1258"
Bethesda Church Inc,,"527 MENEFEE BLVD, SAN ANTONIO, TX 78207-7835"
Discipleship Tape Ministries Inc,Christian / General,"PO BOX 782256, SAN ANTONIO, TX 78278-2256"
Church Of The Holy Spirit,,"11093 BANDERA RD, SAN ANTONIO, TX 78250-6814"
Seedtime & Harvest Ministries Inc,Christian / General,"8635 CALLAGHAN RD, SAN ANTONIO, TX 78230-4429"
New Braunfels Tree Of Life Fellowship Incorporated,Christian / General,"5513 IH 35 SOUTH, NEW BRAUNFELS, TX 78132-0000"
Connection Point Church Of The Nazarene,,"210 W KLEIN RD, NEW BRAUNFELS, TX 78130-9628"
Harmony Baptist Church,Baptist,"12088 OLD CORPUS CHRISTI HWY, SAN ANTONIO, TX 78223-9314"
Atonement Lutheran Church,Lutheran,"735 CEDARHURST DR, SAN ANTONIO, TX 78227-4429"
Christ Redeemer Church,,"16875 JONES MALTSBERGER RD, SAN ANTONIO, TX 78247-2807"
Freedom Fellowship Of New Braunfels Church,Christian / General,"410 OAK RUN PT, NEW BRAUNFELS, TX 78132-3871"
Non-Denominational Temple Of Christ,,"115 CONNELLY STREET, SAN ANTONIO, TX 78203-1705"
St Philips Episcopal Church,Episcopal,"1310 PECAN VALLEY DR, SAN ANTONIO, TX 78210-3416"
Bethany Missionary Baptist Church,Baptist,"153 LAWTON ST, SAN ANTONIO, TX 78237-3245"
Catholic Life Insurance - 47 Taylor,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
International Church Of The Four Square Gospel,,"430 FM 306, NEW BRAUNFELS, TX 78130-2554"
Kingdom Life Fellowship,Christian / General,"PO BOX 65057, SAN ANTONIO, TX 78265-5057"
Calvary Temple Assembly Of God Church,,"14335 OCONNOR RD, SAN ANTONIO, TX 78247-1815"
Woodlake Baptist Church,Baptist,"6980 WOODLAKE CLUB DR, SAN ANTONIO, TX 78244-1307"
Calvary Fellowship,Christian / General,"381 E RAMSEY RD, SAN ANTONIO, TX 78216-4636"
El Salvador Assembly Of God,,"201 ODELL ST, SAN ANTONIO, TX 78212-1649"
Church Of God Of Prophecy,Church of God,"718 W PYRON AVE, SAN ANTONIO, TX 78221-1213"
Northcliff Interdenominational Community Church,,"8590 CRESTWAY DR, CONVERSE, TX 78109-3425"
El Sendero De La Cruz Assembly Of God,,"5408 DAUGHTRY DR, SAN ANTONIO, TX 78238-1957"
Greater Corinth Baptist Church,Baptist,"500 S NEW BRAUNFELS AVE, SAN ANTONIO, TX 78203-1739"
Oasis Of Life Church,,"PO BOX 37252, SAN ANTONIO, TX 78237-0252"
Our Lady Of Fatima Roman Catholic Chapel,Catholic,"2203 GREENCREST DR, SAN ANTONIO, TX 78213-4443"
St Margarets Episcopal Church,Episcopal,"5310 STAHL RD, SAN ANTONIO, TX 78247-1522"
The Transformation Place Worship Center,,"903 S PALMETTO AVE, SAN ANTONIO, TX 78210-2037"
Familia Church,,"106 DODGE RD, BOERNE, TX 78006-8525"
First Assembly Of God,,"13435 WEST AVE, SAN ANTONIO, TX 78216-2006"
Born Again Temple Inc,,"3802 W SALINAS ST, SAN ANTONIO, TX 78207-2719"
Crown Of Life Lutheran Church,Lutheran,"19291 STONE OAK PKWY, SAN ANTONIO, TX 78258-3254"
Northeast Baptist Church,Baptist,"2930 MACARTHUR VW, SAN ANTONIO, TX 78217-4506"
Boerne Bible Evangelical Free Church,Protestant / Evangelical,"1026 E BLANCO RD, BOERNE, TX 78006-1802"
San Antonio Metropolitan Ministry Inc,Christian / General,"1919 NW LOOP 410 STE 100A, SAN ANTONIO, TX 78213-2307"
La Trinidad Assemblies Of God Church,,"PO BOX 100141, SAN ANTONIO, TX 78201-1441"
Abiding Presence Lutheran Church,Lutheran,"14700 SAN PEDRO AVE, SAN ANTONIO, TX 78232-4352"
Real Life Community Church,,"1615 FM 1044, NEW BRAUNFELS, TX 78130-1225"
Las Misione District Of The Rio Texas Conference United Methodist,Methodist,"16400 HUEBNER RD, SAN ANTONIO, TX 78248-1693"
Expect A Miracle Church,,"2707 DAY CRK, SAN ANTONIO, TX 78251-2374"
Jefferson United Methodist Church Foundation Inc,Methodist,"423 S HAMILTON ST, SAN ANTONIO, TX 78207-4739"
Rehoboth Temple No 2 Church Of Our Lord Jesus Christ,,"407 CRESWELL DR, SAN ANTONIO, TX 78220-2607"
Bellaire Church Of Christ,Church of Christ,"BOX 21327, SAN ANTONIO, TX 78221-0327"
Christian Methodist Episcopal Church,Methodist,"817 IOWA ST, SAN ANTONIO, TX 78203-1609"
Somerset Baptist Church,Baptist,"19961 SOMERSET RD, SOMERSET, TX 78069-3338"
Iglesia Bethel Ministries Inc,Christian / General,"8916 CHILMARK PATH, SAN ANTONIO, TX 78263-2007"
Hindu Temple Of San Antonio,,"4831 WESLEYAN ST, SAN ANTONIO, TX 78249-1753"
Mount Gilead Baptist Church,Baptist,"1319 E CROCKETT ST, SAN ANTONIO, TX 78202-2906"
San Antonio Christian Church,Christian / General,"6487 WHITBY RD, SAN ANTONIO, TX 78240-2131"
Bluebonnet Baptist Association,Baptist,"1424 N BUSINESS I-35, NEW BRAUNFELS, TX 78130-0000"
Armenian Church Of San Antonio,,"13807 LAUREL HOLLOW, SAN ANTONIO, TX 78232-5410"
Word Of Life Bible Church,,"5430 SCHERTZ RD # 32, SAN ANTONIO, TX 78233-6023"
Wayside Chapel Evangelical Free Church,Protestant / Evangelical,"1705 NW LOOP 410, SAN ANTONIO, TX 78213-2423"
Lilly Of The Valley Missionary Baptist Church,Baptist,"134 CARDIFF AVE, SAN ANTONIO, TX 78220-1307"
Catholic Center For Charismatic Renewal,Catholic,"1707 S FLORES ST, SAN ANTONIO, TX 78204-1926"
Northwest Assembly Of God,,"2714 HUNTERS GREEN ST, SAN ANTONIO, TX 78231-1613"
Mt Sinai Baptist Church,Baptist,"2157 BURNET ST, SAN ANTONIO, TX 78202-2602"
New Testament Apostolic Church Incorporated,Apostolic,"147 DOOLITTLE ST, SAN ANTONIO, TX 78211-4107"
Nehemiah House Fellowship Ministry,Christian / General,"2222 RIVAS ST, SAN ANTONIO, TX 78228-6442"
Summit Christian Center,Christian / General,"2575 MARSHALL ROAD, SAN ANTONIO, TX 78259-1608"
Word Of Truth Ministries Inc,Christian / General,"RT 1 BOX 395-D, NEW BRAUNFELS, TX 78130-9801"
Christian Bible Fellowship,Christian / General,"2119 FORT DONELSON DR, SAN ANTONIO, TX 78245-2009"
River City Living Church,,"702 DONALDSON AVE, SAN ANTONIO, TX 78201-4851"
Taiwanese Christian Church Of San Antonio,Christian / General,"4223 TALL ELM WOODS, SAN ANTONIO, TX 78249-2037"
Hope Center Church,,"4545 N LOOP 1604 W, SAN ANTONIO, TX 78249-1318"
El Shaddai Life Ministries Church,Christian / General,"107 SCENIC LOOP RD, BOERNE, TX 78006-8609"
Faith Apostolic Church Of Selma Texas Inc,Apostolic,"4720 E FM 1518 N, SCHERTZ, TX 78154-1737"
Grace First Baptist Church,Baptist,"2514 OBSERVATION DR, SAN ANTONIO, TX 78227-3323"
Anointed Word Ministries Inc,Christian / General,"PO BOX 190009, SAN ANTONIO, TX 78220-7000"
Redeeming Life Church,,"26707 SAGITARIUS LN, SAN ANTONIO, TX 78260-2226"
New Creation Christian Fellowship,Christian / General,"8700 FOURWINDS DR, WINDCREST, TX 78239-1917"
St Anthony Catholic School,Catholic,"205 W HUISACHE AVE, SAN ANTONIO, TX 78212-2909"
Northwest Community Evangelical Free Church,Protestant / Evangelical,"8900 GUILBEAU RD, SAN ANTONIO, TX 78250-2650"
Iglesia Bautista La Gracia Of San Antonio Texas,,"524 RUIZ ST, SAN ANTONIO, TX 78207-1751"
New Life Assembly Ministries,Christian / General,"9965 KRIEWALD RD, SAN ANTONIO, TX 78245-2704"
Everlasting Word Baptist Church,Baptist,"7007 BANDERA RD STE 3, LEON VALLEY, TX 78238-1264"
Church Of The Revivist,,"PO BOX 17255, SAN ANTONIO, TX 78217-0255"
Believers Christian Fellowship Of Smithson Valley Inc,Christian / General,"36200 FM 3159, NEW BRAUNFELS, TX 78132-5908"
La Iglesia Ven A Cristo,,"4475 S FLORES RD, ELMENDORF, TX 78112-9762"
Templo Puerto Del Cielo Inc,,"139 H ST, SAN ANTONIO, TX 78210-2626"
The Church In San Antonio Inc,,"6193 BABCOCK RD, SAN ANTONIO, TX 78240-2511"
Japanese Bible Church Inc,,"2369 BENRUS BLVD, SAN ANTONIO, TX 78228-2353"
Fellowship Bible Church Of San Antonio,Christian / General,"8603 HUEBNER RD, SAN ANTONIO, TX 78240-1806"
Word Ministries,Christian / General,"PO BOX 699, BOERNE, TX 78006-0699"
Church Of Christ,Church of Christ,"5860 US HIGHWAY 87 E, SAN ANTONIO, TX 78222-1609"
The Truthseekers Universal Spiritualist Church Of San Antonio,,"10523 POSTHOUSE CIR, SAN ANTONIO, TX 78216-3724"
Bible Faith Christian Church,Christian / General,"12019 GRAPEVINE ST, SAN ANTONIO, TX 78245-3321"
St Anthony The Great Coptic Orthodox Church Of San Antonio,Orthodox,"PO BOX 13100, SAN ANTONIO, TX 78213-0100"
Air Force Village Protestant Church,,"4917 RAVENSWOOD DR, SAN ANTONIO, TX 78227-4320"
Star Of Hope Ministries,Christian / General,"6900 N VANDIVER RD APT H104, SAN ANTONIO, TX 78209-4323"
Mckinley Avenue United Methodist Church Foundation Inc,Methodist,"2926 S PRESA ST, SAN ANTONIO, TX 78210-3916"
Emmanuel Baptist Church,Baptist,"891 YUCCA ST, SAN ANTONIO, TX 78220-4242"
Dhammabucha Buddist Temple Of San Antonio,,"6201 SAWYER RD, SAN ANTONIO, TX 78238-2206"
San Antonio Lutheran Charity Coronation Association,Lutheran,"212 LEMONWOOD DR, CASTLE HILLS, TX 78213-0000"
The Shady Oaks Church Of Christ,Church of Christ,"25340 HWY 281 SOUTH, SAN ANTONIO, TX 78264-9212"
Church Of Christ Bible Chair And Student Center San Antonio College,Church of Christ,"301 W DEWEY PL, SAN ANTONIO, TX 78212-3931"
Visitation House Ministries,Christian / General,"830 W MULBERRY AVE, SAN ANTONIO, TX 78212-3261"
Live Oak Baptist Church,Baptist,"355 N WASHINGTON AVE, NEW BRAUNFELS, TX 78130-4462"
El Templo Cristiano Assembly Of God,,"2304 EI PASO ST, SAN ANTONIO, TX 78207-0000"
Christian Fellowship Church Of,Christian / General,"10814 MOUNT IDA, SAN ANTONIO, TX 78213-1741"
St Joseph Catholic School,Catholic,"535 NEW LAREDO HWY, SAN ANTONIO, TX 78211-0000"
Air Force Village Ii Protestant Church,,"5100 JOHN D RYAN BLVD, SAN ANTONIO, TX 78245-3527"
Templo Armonia Cristiana Church,,"2611 ARBOR PL, SAN ANTONIO, TX 78228-6409"
Abundant Life Church,,"5626 RANDOLPH BLVD STE 1, SAN ANTONIO, TX 78233-6191"
Alamo City Christian Fellowship Church,Christian / General,"6434 IH35 N, SAN ANTONIO, TX 78218-4405"
Word Of Faith Church Of San Antonio,,"3130 CATO BLVD, SAN ANTONIO, TX 78223-3706"
New Life Christian Ministry Inc,Christian / General,"6610 WEST US HWY 90, SAN ANTONIO, TX 78227-3702"
Living Hope Church,,"603 FREY ST, BOERNE, TX 78006-3009"
